Genesymbol,degree
C10orf99,35
C11orf1,32
C11orf16,20
C11orf21,9
C11orf24,50
C11orf40,36
C11orf42,18
C11orf45,25
C11orf49,95
C11orf52,22
C11orf53,19
C11orf54,38
C11orf58,188
C11orf65,72
C11orf68,13
C11orf71,290
C11orf74,36
C11orf80,7
C11orf86,25
C11orf87,99
C11orf88,21
C11orf91,11
C11orf94,640
C12orf10,319
C12orf29,127
C12orf4,127
C12orf40,681
C12orf42,15
C12orf43,39
C12orf45,14
C12orf49,8
C12orf50,81
C12orf54,367
C12orf56,373
C12orf57,92
C12orf60,36
C12orf65,630
C12orf66,19
C12orf71,15
C12orf73,43
C12orf75,16
C12orf76,12
C14orf119,51
C14orf177,173
C14orf178,14
C14orf180,5
C14orf28,25
C14orf39,634
C14orf93,46
C15orf38-AP3S2,169
C15orf39,28
C15orf40,48
C15orf41,59
C15orf48,164
C15orf53,45
C15orf61,1
C15orf65,14
C16orf45,57
C16orf46,46
C16orf54,37
C16orf58,306
C16orf70,35
C16orf71,695
C16orf72,314
C16orf74,26
C16orf78,447
C16orf87,38
C16orf89,52
C16orf90,669
C16orf92,652
C16orf95,598
C16orf96,695
C17orf47,659
C17orf49,70
C17orf51,38
C17orf53,231
C17orf58,17
C17orf64,1935
C17orf75,18
C17orf80,27
C17orf97,512
C17orf99,1
C18orf21,40
C18orf32,25
C18orf54,170
C19orf12,57
C19orf18,13
C19orf24,36
C19orf25,54
C19orf33,36
C19orf38,17
C19orf47,53
C19orf48,65
C19orf53,162
C19orf54,13
C19orf57,39
C19orf66,57
C19orf67,278
C19orf70,61
C19orf71,13
C19orf84,37
C1D,267
C1GALT1,730
C1GALT1C1,350
C1QA,320
C1QB,315
C1QBP,1244
C1QC,176
C1QL1,56
C1QL2,39
C1QL3,57
C1QL4,31
C1QTNF1,36
C1QTNF12,49
C1QTNF2,82
C1QTNF3,84
C1QTNF4,35
C1QTNF5,217
C1QTNF6,92
C1QTNF7,52
C1QTNF8,36
C1QTNF9,56
C1QTNF9B,30
C1RL,208
C1S,442
C1orf100,591
C1orf105,46
C1orf109,45
C1orf112,261
C1orf115,42
C1orf116,31
C1orf122,32
C1orf123,117
C1orf127,28
C1orf131,45
C1orf141,53
C1orf146,606
C1orf159,44
C1orf162,234
C1orf167,512
C1orf174,7
C1orf185,674
C1orf189,85
C1orf194,430
C1orf198,65
C1orf21,30
C1orf210,635
C1orf216,11
C1orf226,17
C1orf35,115
C1orf43,33
C1orf50,37
C1orf52,6
C1orf53,27
C1orf54,75
C1orf56,1094
C1orf61,31
C1orf74,9
C1orf87,47
C1orf94,621
C2,343
C20orf141,647
C20orf144,674
C20orf173,642
C20orf194,13
C20orf27,16
C20orf85,38
C20orf96,15
C21orf140,10
C21orf2,96
C21orf58,41
C21orf62,34
C21orf91,55
C22orf15,24
C22orf23,484
C22orf31,657
C22orf39,41
C22orf42,35
C2CD2,48
C2CD2L,63
C2CD3,986
C2CD4A,62
C2CD4B,72
C2CD4C,115
C2CD4D,7
C2CD5,933
C2CD6,742
C2orf16,808
C2orf40,46
C2orf42,262
C2orf49,81
C2orf50,14
C2orf54,65
C2orf66,16
C2orf68,62
C2orf69,65
C2orf70,497
C2orf71,120
C2orf72,8
C2orf73,682
C2orf74,45
C2orf76,16
C2orf78,694
C2orf80,29
C2orf81,653
C2orf88,82
C3,949
C3AR1,459
C3orf14,22
C3orf18,38
C3orf20,542
C3orf22,590
C3orf30,692
C3orf33,13
C3orf38,24
C3orf49,72
C3orf52,27
C3orf58,64
C3orf62,179
C3orf67,509
C3orf70,10
C3orf84,591
C4A,437
C4B,471
C4BPA,410
C4BPB,198
C4orf17,711
C4orf19,54
C4orf3,6
C4orf33,29
C4orf36,25
C4orf45,597
C4orf46,60
C4orf47,14
C4orf48,7
C4orf51,7
C4orf54,2
C5,459
C5AR1,498
C5orf15,129
C5orf22,56
C5orf24,51
C5orf30,37
C5orf34,18
C5orf38,693
C5orf46,13
C5orf47,685
C5orf49,23
C5orf51,13
C5orf52,651
C5orf63,41
C6,167
C6orf10,56
C6orf106,131
C6orf118,76
C6orf120,68
C6orf132,26
C6orf136,15
C6orf141,88
C6orf15,95
C6orf163,193
C6orf201,726
C6orf222,35
C6orf223,3
C6orf226,2
C6orf47,29
C6orf48,29
C6orf52,23
C6orf58,89
C6orf62,20
C6orf89,31
C7,66
C7orf25,40
C7orf26,63
C7orf31,656
C7orf43,64
C7orf50,111
C7orf57,30
C7orf61,663
C8A,202
C8B,225
C8G,168
C8orf33,18
C8orf34,63
C8orf37,43
C8orf44,64
C8orf48,15
C8orf58,37
C8orf74,674
C8orf76,49
C8orf82,1
C8orf86,72
C9,200
C9orf116,8
C9orf129,11
C9orf131,51
C9orf135,53
C9orf152,35
C9orf153,375
C9orf16,24
C9orf24,70
C9orf3,379
C9orf40,55
C9orf43,649
C9orf47,36
C9orf50,360
C9orf57,605
C9orf64,89
C9orf66,37
C9orf72,365
C9orf78,126
C9orf84,112
C9orf85,48
C9orf92,5
CA10,155
CA11,122
CA12,118
CA13,74
CA14,73
CA2,1870
CA3,495
CA4,360
CA5A,61
CA5B,268
CA6,111
CA7,106
CA8,393
CA9,511
CAAP1,28
CAB39,1144
CAB39L,272
CABCOCO1,72
CABIN1,361
CABLES1,130
CABLES2,112
CABP1,2059
CABP2,2004
CABP4,2037
CABP5,2039
CABP7,1984
CABS1,701
CABYR,778
CACFD1,524
CACHD1,53
CACNA1A,1110
CACNA1B,689
CACNA1C,758
CACNA1D,620
CACNA1E,222
CACNA1F,491
CACNA1G,403
CACNA1H,405
CACNA1I,447
CACNA1S,625
CACNA2D1,240
CACNA2D2,227
CACNA2D3,153
CACNA2D4,174
CACNB1,192
CACNB2,259
CACNB3,172
CACNB4,174
CACNG1,168
CACNG2,326
CACNG3,305
CACNG4,177
CACNG5,122
CACNG6,147
CACNG7,203
CACNG8,161
CACTIN,133
CACUL1,1804
CACYBP,393
CAD,3304
CADM1,387
CADM2,114
CADM3,57
CADM4,50
CADPS,145
CADPS2,168
CAGE1,948
CALB1,2486
CALB2,2367
CALCA,855
CALCB,132
CALCOCO1,90
CALCOCO2,227
CALCR,625
CALCRL,232
CALD1,337
CALHM1,64
CALHM2,62
CALHM3,40
CALHM4,47
CALHM5,4
CALHM6,40
CALM1,4680
CALM2,4885
CALM3,4548
CALML3,2064
CALML4,2008
CALML5,2035
CALML6,2035
CALN1,1997
CALR,1125
CALR3,861
CALU,444
CALY,28
CAMK1,1412
CAMK1G,1289
CAMK2A,774
CAMK2B,700
CAMK2D,567
CAMK2G,1182
CAMK2N1,42
CAMK2N2,56
CAMK4,1577
CAMKK1,420
CAMKK2,628
CAMKMT,442
CAMKV,1265
CAMLG,118
CAMSAP1,31
CAMSAP2,62
CAMSAP3,76
CAMTA1,68
CAMTA2,59
CAND2,337
CANT1,172
CANX,1330
CAP1,919
CAP2,772
CAPG,179
CAPN1,1022
CAPN10,916
CAPN11,1052
CAPN12,738
CAPN13,917
CAPN14,833
CAPN15,817
CAPN2,870
CAPN3,1014
CAPN5,757
CAPN6,780
CAPN7,927
CAPN8,818
CAPN9,789
CAPNS1,291
CAPNS2,109
CAPRIN1,218
CAPRIN2,82
CAPS2,1244
CAPSL,1282
CAPZA1,657
CAPZA2,787
CAPZA3,1108
CAPZB,540
CARD10,972
CARD11,280
CARD14,1057
CARD16,808
CARD17,538
CARD18,638
CARD19,12
CARD6,113
CARD8,1109
CARD9,299
CARF,63
CARHSP1,412
CARM1,616
CARMIL1,131
CARMIL2,48
CARMIL3,53
CARNMT1,249
CARNS1,668
CARS,895
CARS2,757
CARTPT,321
CASC1,700
CASC10,6
CASC3,454
CASC4,59
CASD1,48
CASK,1698
CASKIN1,1822
CASKIN2,1838
CASP1,1706
CASP10,1095
CASP12,674
CASP2,860
CASP3,3150
CASP4,955
CASP5,669
CASP6,718
CASP7,977
CASP8,2275
CASP9,1544
CASQ1,146
CASQ2,228
CASR,968
CASS4,112
CAST,228
CASTOR1,30
CASTOR3,50
CASZ1,65
CAT,2899
CATIP,28
CATSPER1,311
CATSPER3,767
CATSPER4,995
CATSPERB,109
CATSPERD,603
CATSPERE,737
CATSPERG,81
CAV1,1248
CAV2,220
CAV3,514
CAVIN1,194
CAVIN2,601
CAVIN3,47
CAVIN4,57
CBARP,223
CBFA2T2,702
CBFA2T3,183
CBFB,155
CBL,1029
CBLB,754
CBLC,131
CBLL1,257
CBLL2,1018
CBLN1,87
CBLN2,73
CBLN3,26
CBLN4,78
CBR1,776
CBR3,711
CBR4,847
CBS,1137
CBWD1,189
CBWD2,203
CBWD3,173
CBWD5,161
CBWD6,108
CBX1,278
CBX2,184
CBX3,946
CBX4,204
CBX5,400
CBX6,239
CBX7,123
CBX8,228
CBY1,109
CBY3,12
CC2D1A,135
CC2D1B,113
CCAR1,1109
CCAR2,187
CCBE1,91
CCDC102A,60
CCDC103,623
CCDC105,704
CCDC106,92
CCDC107,36
CCDC110,750
CCDC112,40
CCDC113,110
CCDC114,698
CCDC115,48
CCDC116,733
CCDC117,14
CCDC12,193
CCDC121,281
CCDC122,53
CCDC124,83
CCDC125,45
CCDC126,55
CCDC127,36
CCDC129,66
CCDC13,72
CCDC130,405
CCDC134,73
CCDC136,762
CCDC137,55
CCDC138,28
CCDC14,58
CCDC140,37
CCDC142,48
CCDC144A,43
CCDC144NL,21
CCDC146,95
CCDC148,55
CCDC149,30
CCDC15,12
CCDC150,68
CCDC151,34
CCDC152,37
CCDC153,41
CCDC154,11
CCDC155,727
CCDC157,130
CCDC158,749
CCDC160,10
CCDC166,213
CCDC167,33
CCDC168,529
CCDC169,586
CCDC169-SOHLH2,642
CCDC17,45
CCDC170,95
CCDC171,53
CCDC172,556
CCDC173,733
CCDC174,93
CCDC175,25
CCDC177,12
CCDC178,39
CCDC179,554
CCDC18,125
CCDC181,130
CCDC182,712
CCDC183,55
CCDC184,42
CCDC185,686
CCDC186,526
CCDC188,223
CCDC189,44
CCDC190,38
CCDC191,27
CCDC198,27
CCDC22,84
CCDC24,55
CCDC25,56
CCDC27,691
CCDC28A,42
CCDC28B,82
CCDC3,80
CCDC30,15
CCDC32,70
CCDC33,751
CCDC34,85
CCDC36,696
CCDC38,663
CCDC40,179
CCDC42,755
CCDC43,69
CCDC47,57
CCDC50,147
CCDC51,65
CCDC54,749
CCDC57,65
CCDC58,65
CCDC59,120
CCDC6,180
CCDC60,63
CCDC62,773
CCDC63,804
CCDC65,194
CCDC66,776
CCDC68,19
CCDC69,22
CCDC7,209
CCDC70,656
CCDC71,37
CCDC71L,75
CCDC73,46
CCDC74A,36
CCDC74B,56
CCDC77,97
CCDC78,86
CCDC8,153
CCDC80,162
CCDC81,29
CCDC82,51
CCDC83,658
CCDC84,222
CCDC85A,70
CCDC85B,52
CCDC85C,100
CCDC86,130
CCDC87,730
CCDC88A,186
CCDC88B,365
CCDC88C,444
CCDC89,718
CCDC9,91
CCDC90B,218
CCDC91,114
CCDC92,62
CCDC93,515
CCDC96,799
CCDC97,66
CCDC9B,31
CCER1,730
CCHCR1,54
CCIN,807
CCK,837
CCKAR,310
CCKBR,309
CCL1,474
CCL11,601
CCL13,162
CCL17,338
CCL19,904
CCL2,1719
CCL20,734
CCL21,1144
CCL22,350
CCL24,235
CCL25,335
CCL26,249
CCL27,625
CCL28,802
CCL7,1164
CCL8,301
CCM2,195
CCM2L,43
CCNA1,1740
CCNA2,2093
CCNB1,2478
CCNB1IP1,127
CCNB2,1963
CCNB3,1513
CCNC,863
CCND1,2428
CCND2,958
CCND3,635
CCNDBP1,141
CCNE1,820
CCNE2,563
CCNF,1691
CCNG1,1672
CCNG2,1500
CCNH,1412
CCNI,1624
CCNI2,1347
CCNJL,62
CCNK,482
CCNL1,343
CCNL2,326
CCNO,1424
CCNT1,1089
CCNT2,1174
CCNY,237
CCNYL1,112
CCP110,316
CCPG1,102
CCR1,647
CCR10,268
CCR2,1169
CCR3,590
CCR4,495
CCR5,1298
CCR6,303
CCR7,974
CCR8,362
CCR9,448
CCRL2,98
CCS,532
CCSAP,33
CCSER2,169
CCT2,2139
CCT3,2125
CCT4,2138
CCT5,1965
CCT6A,1081
CCT6B,1313
CCT7,2017
CCT8,963
CCT8L2,1216
CCZ1,120
CCZ1B,238
CD101,55
CD109,231
CD14,446
CD151,435
CD160,147
CD163,490
CD163L1,25
CD164,204
CD164L2,68
CD180,1930
CD19,1235
CD1A,156
CD1B,204
CD1C,297
CD1D,534
CD1E,46
CD2,969
CD200,234
CD200R1,134
CD200R1L,125
CD207,381
CD209,509
CD22,424
CD226,289
CD244,269
CD247,557
CD248,196
CD27,638
CD274,595
CD276,679
CD28,339
CD2AP,565
CD2BP2,345
CD300A,98
CD300C,284
CD300LB,52
CD300LD,12
CD300LF,69
CD300LG,38
CD302,49
CD320,107
CD33,461
CD34,1848
CD36,1137
CD37,223
CD38,782
CD3D,794
CD3E,423
CD3EAP,101
CD3G,715
CD4,868
CD40,1373
CD40LG,2370
CD44,2072
CD46,406
CD47,432
CD48,1736
CD5,835
CD52,243
CD53,314
CD55,852
CD58,460
CD59,931
CD5L,107
CD6,282
CD63,541
CD68,980
CD69,858
CD7,351
CD70,306
CD72,199
CD74,460
CD79A,1722
CD79B,272
CD80,1034
CD81,530
CD82,584
CD83,508
CD84,139
CD86,1199
CD8A,778
CD8B,265
CD9,565
CD93,221
CD96,211
CD99,201
CD99L2,53
CDA,551
CDADC1,191
CDAN1,322
CDC123,591
CDC14A,2105
CDC14B,1060
CDC16,1051
CDC20,2164
CDC20B,1302
CDC23,783
CDC25A,1229
CDC25B,849
CDC25C,1211
CDC26,430
CDC27,2681
CDC34,1411
CDC37,305
CDC37L1,244
CDC40,1007
CDC42,3911
CDC42BPA,206
CDC42BPB,2548
CDC42BPG,77
CDC42EP1,37
CDC42EP2,31
CDC42EP3,62
CDC42EP4,67
CDC42EP5,33
CDC42SE1,159
CDC42SE2,127
CDC45,845
CDC5L,2324
CDC6,1517
CDC7,951
CDC73,820
CDCA2,287
CDCA3,243
CDCA4,158
CDCA5,418
CDCA7,347
CDCA7L,72
CDCA8,532
CDCP1,59
CDCP2,31
CDH1,2179
CDH10,154
CDH11,328
CDH12,107
CDH13,445
CDH15,148
CDH16,119
CDH17,1266
CDH18,125
CDH19,75
CDH2,1158
CDH20,102
CDH22,89
CDH23,412
CDH24,88
CDH26,89
CDH3,161
CDH5,803
CDH6,154
CDH7,110
CDH8,161
CDH9,174
CDHR1,212
CDHR2,127
CDHR3,88
CDHR4,19
CDHR5,146
CDIP1,18
CDIPT,795
CDK1,3550
CDK10,278
CDK11A,644
CDK11B,285
CDK12,1142
CDK13,1924
CDK14,2533
CDK15,2309
CDK16,2782
CDK17,2966
CDK18,2336
CDK19,874
CDK2,3909
CDK20,502
CDK2AP1,111
CDK2AP2,30
CDK3,2488
CDK4,3463
CDK5,3018
CDK5R1,336
CDK5R2,104
CDK5RAP1,492
CDK5RAP2,193
CDK5RAP3,113
CDK6,2843
CDK7,906
CDK8,958
CDK9,1731
CDKAL1,776
CDKL1,110
CDKL2,240
CDKL3,113
CDKL4,114
CDKL5,466
CDKN1A,1891
CDKN1B,1490
CDKN1C,1015
CDKN2AIP,51
CDKN2AIPNL,33
CDKN2B,2494
CDKN2C,2186
CDKN2D,2134
CDKN3,2117
CDNF,114
CDO1,68
CDON,162
CDPF1,2
CDR1,142
CDR2,302
CDR2L,97
CDRT1,330
CDRT15,56
CDRT15L2,720
CDS1,450
CDS2,572
CDSN,253
CDT1,677
CDV3,63
CDX1,331
CDX2,662
CDX4,320
CDY1,1112
CDY1B,1271
CDY2A,1260
CDY2B,718
CDYL,885
CEACAM1,184
CEACAM16,59
CEACAM19,42
CEACAM21,59
CEACAM3,52
CEACAM4,28
CEACAM5,593
CEACAM6,196
CEACAM7,60
CEACAM8,190
CEBPA,872
CEBPB,789
CEBPD,506
CEBPE,83
CEBPG,123
CEBPZ,801
CEBPZOS,15
CECR2,1569
CEL,1751
CELA1,319
CELA2A,200
CELA2B,221
CELA3A,249
CELA3B,324
CELF1,781
CELF3,234
CELF4,340
CELF5,231
CELF6,182
CELSR1,130
CELSR2,183
CELSR3,152
CEMIP,52
CEMIP2,59
CEND1,33
CENPA,2204
CENPB,210
CENPBD1,47
CENPC,753
CENPE,1354
CENPF,543
CENPH,438
CENPI,506
CENPJ,358
CENPK,373
CENPL,197
CENPM,367
CENPN,436
CENPO,187
CENPP,181
CENPQ,291
CENPS,327
CENPS-CORT,44
CENPU,372
CENPV,209
CENPW,231
CENPX,158
CEP104,130
CEP112,89
CEP120,875
CEP126,77
CEP128,221
CEP131,198
CEP135,865
CEP152,320
CEP162,378
CEP164,325
CEP170,145
CEP170B,49
CEP19,87
CEP192,303
CEP250,241
CEP290,524
CEP295,278
CEP295NL,29
CEP350,415
CEP41,183
CEP44,86
CEP55,406
CEP57,252
CEP57L1,16
CEP63,532
CEP68,153
CEP70,419
CEP72,202
CEP76,168
CEP78,191
CEP83,217
CEP85,17
CEP85L,710
CEP89,142
CEP95,41
CEP97,2403
CEPT1,240
CER1,207
CERCAM,54
CERK,413
CERKL,487
CERS2,265
CERS3,253
CERS4,248
CERS5,290
CERS6,261
CES1,864
CES2,320
CES3,170
CES4A,96
CES5A,158
CETN1,2561
CETN2,2132
CETN3,2189
CETP,319
CFAP100,142
CFAP126,23
CFAP157,35
CFAP161,79
CFAP20,188
CFAP206,65
CFAP298,143
CFAP299,760
CFAP300,669
CFAP36,99
CFAP43,135
CFAP44,89
CFAP45,69
CFAP46,112
CFAP47,301
CFAP52,1589
CFAP53,816
CFAP54,79
CFAP57,85
CFAP58,104
CFAP61,122
CFAP65,134
CFAP69,36
CFAP70,79
CFAP73,19
CFAP74,58
CFAP77,60
CFAP97,211
CFAP97D1,636
CFAP99,504
CFB,673
CFC1,561
CFC1B,273
CFD,519
CFDP1,182
CFH,912
CFHR1,259
CFHR2,162
CFHR3,214
CFHR4,150
CFHR5,171
CFI,549
CFL1,1329
CFL2,706
CFLAR,1588
CFP,441
CFTR,3019
CGA,321
CGAS,109
CGB1,34
CGB2,17
CGB3,135
CGB5,38
CGB7,123
CGB8,166
CGGBP1,177
CGN,186
CGNL1,102
CGREF1,20
CGRRF1,40
CH25H,234
CHAC1,50
CHAC2,68
CHAD,2068
CHADL,1958
CHAF1A,422
CHAF1B,587
CHAMP1,71
CHAT,713
CHCHD1,277
CHCHD10,106
CHCHD2,290
CHCHD3,292
CHCHD4,283
CHCHD5,39
CHCHD6,108
CHCHD7,172
CHD1,2149
CHD1L,1405
CHD2,2331
CHD3,1453
CHD4,1640
CHD5,554
CHD6,1915
CHD7,2336
CHD8,1991
CHD9,2224
CHDH,419
CHEK1,1494
CHEK2,1772
CHERP,251
CHFR,897
CHGA,453
CHGB,225
CHI3L1,362
CHI3L2,59
CHIA,246
CHIC1,275
CHIC2,224
CHIT1,108
CHKA,589
CHKB,302
CHKB-CPT1B,177
CHL1,1059
CHM,724
CHML,345
CHMP1A,301
CHMP1B,313
CHMP2A,323
CHMP2B,253
CHMP4A,159
CHMP4B,877
CHMP4C,849
CHMP5,336
CHMP6,209
CHMP7,392
CHN1,388
CHN2,289
CHODL,428
CHORDC1,166
CHP1,1793
CHP2,1758
CHPF,128
CHPF2,90
CHPT1,218
CHRAC1,330
CHRD,461
CHRDL1,91
CHRDL2,38
CHRFAM7A,263
CHRM1,419
CHRM2,462
CHRM3,262
CHRM4,350
CHRM5,210
CHRNA1,244
CHRNA10,99
CHRNA2,154
CHRNA3,249
CHRNA4,463
CHRNA5,165
CHRNA6,154
CHRNA7,277
CHRNA9,76
CHRNB1,97
CHRNB2,207
CHRNB3,74
CHRNB4,196
CHRND,132
CHRNE,85
CHRNG,243
CHST1,49
CHST10,97
CHST11,86
CHST12,102
CHST13,86
CHST14,177
CHST15,226
CHST2,74
CHST3,164
CHST4,72
CHST5,75
CHST6,68
CHST7,77
CHST8,109
CHSY1,149
CHSY3,119
CHTF18,487
CHTF8,32
CHTOP,133
CHUK,1128
CHURC1,34
CIAO1,202
CIAPIN1,197
CIART,131
CIB1,1951
CIB2,1641
CIB3,1646
CIB4,2403
CIC,367
CIDEA,180
CIDEB,104
CIDEC,127
CIITA,535
CILP,109
CILP2,87
CINP,90
CIP2A,166
CIPC,41
CIR1,553
CIRBP,1145
CISD1,173
CISD2,143
CISH,795
CIT,377
CITED1,281
CITED2,248
CITED4,25
CIZ1,50
CKAP2,337
CKAP2L,223
CKAP4,102
CKAP5,1147
CKB,336
CKLF,189
CKLF-CMTM1,28
CKM,599
CKMT1A,245
CKMT1B,246
CKMT2,293
CKS1B,726
CKS2,654
CLASP1,1204
CLASP2,471
CLASRP,203
CLBA1,2
CLC,152
CLCA1,263
CLCA2,177
CLCA4,142
CLCC1,62
CLCF1,33
CLCN1,301
CLCN2,251
CLCN3,358
CLCN4,350
CLCN5,442
CLCN6,130
CLCN7,201
CLCNKA,197
CLCNKB,314
CLDN1,206
CLDN10,53
CLDN11,829
CLDN12,58
CLDN14,108
CLDN15,56
CLDN16,124
CLDN17,149
CLDN18,67
CLDN19,74
CLDN2,206
CLDN20,545
CLDN22,78
CLDN23,64
CLDN24,45
CLDN25,35
CLDN3,165
CLDN34,148
CLDN4,195
CLDN5,331
CLDN6,94
CLDN7,156
CLDN9,52
CLDND2,53
CLEC10A,63
CLEC11A,100
CLEC12A,129
CLEC12B,70
CLEC14A,101
CLEC16A,410
CLEC17A,27
CLEC18A,163
CLEC18B,196
CLEC18C,170
CLEC19A,58
CLEC1A,107
CLEC1B,217
CLEC2A,367
CLEC2B,159
CLEC2D,126
CLEC2L,81
CLEC3B,417
CLEC4A,548
CLEC4C,214
CLEC4D,40
CLEC4E,151
CLEC4F,5
CLEC4G,69
CLEC4M,193
CLEC5A,118
CLEC6A,126
CLEC7A,926
CLEC9A,155
CLECL1,91
CLGN,868
CLHC1,1098
CLIC1,377
CLIC2,179
CLIC3,64
CLIC4,263
CLIC5,190
CLIC6,217
CLINT1,1058
CLIP1,920
CLIP2,221
CLIP3,202
CLIP4,257
CLK1,824
CLK2,387
CLK3,376
CLK4,1455
CLMN,843
CLMP,80
CLN3,256
CLN5,95
CLN6,70
CLN8,97
CLNK,76
CLNS1A,359
CLOCK,355
CLP1,475
CLPB,1567
CLPP,882
CLPS,255
CLPSL1,22
CLPTM1,104
CLPTM1L,168
CLPX,885
CLRN1,95
CLRN2,4
CLRN3,73
CLSPN,409
CLSTN1,153
CLSTN2,143
CLSTN3,153
CLTA,406
CLTB,375
CLTC,1563
CLTRN,126
CLU,1581
CLUAP1,238
CLUH,255
CLUL1,45
CLVS1,301
CLVS2,374
CLYBL,289
CMA1,724
CMAS,703
CMBL,163
CMC1,73
CMC2,220
CMC4,22
CMIP,109
CMKLR1,361
CMPK1,1239
CMPK2,881
CMSS1,684
CMTM1,85
CMTM2,711
CMTM3,37
CMTM4,28
CMTM5,72
CMTM6,597
CMTM7,68
CMTM8,35
CMTR1,24
CMTR2,103
CMYA5,92
CNBD1,564
CNBD2,2361
CNBP,610
CNDP1,617
CNDP2,708
CNEP1R1,121
CNFN,61
CNGA1,191
CNGA2,185
CNGA3,175
CNGA4,677
CNGB1,210
CNGB3,180
CNIH1,384
CNIH2,194
CNIH3,267
CNIH4,173
CNKSR1,79
CNKSR2,277
CNMD,95
CNN1,350
CNN2,190
CNN3,198
CNNM1,447
CNNM2,511
CNNM3,471
CNNM4,492
CNOT1,813
CNOT10,71
CNOT11,84
CNOT2,1234
CNOT3,562
CNOT4,871
CNOT6,2623
CNOT7,400
CNOT8,863
CNOT9,371
CNP,75
CNPPD1,344
CNPY1,97
CNPY2,183
CNPY3,60
CNPY4,39
CNR1,1110
CNR2,356
CNRIP1,44
CNST,61
CNTD1,693
CNTD2,1388
CNTF,643
CNTFR,196
CNTLN,331
CNTN1,340
CNTN2,558
CNTN3,338
CNTN4,262
CNTN5,264
CNTN6,253
CNTNAP1,477
CNTNAP2,394
CNTNAP3,183
CNTNAP4,285
CNTNAP5,273
CNTRL,754
CNTROB,95
COA1,16
COA3,173
COA4,84
COA5,87
COA6,319
COA7,350
COASY,745
COBL,79
COBLL1,53
COCH,82
COG1,275
COG2,563
COG3,321
COG4,321
COG5,866
COG6,349
COG7,226
COIL,670
COL10A1,295
COL11A1,203
COL11A2,284
COL12A1,123
COL13A1,93
COL14A1,758
COL15A1,138
COL16A1,119
COL17A1,1904
COL18A1,533
COL1A1,974
COL1A2,736
COL20A1,124
COL21A1,83
COL22A1,306
COL23A1,137
COL24A1,182
COL25A1,194
COL27A1,170
COL28A1,127
COL2A1,845
COL3A1,606
COL4A1,566
COL4A2,391
COL4A3,252
COL4A3BP,359
COL4A4,209
COL4A5,526
COL4A6,200
COL5A1,355
COL5A2,297
COL5A3,193
COL6A1,380
COL6A2,272
COL6A3,282
COL6A5,144
COL6A6,150
COL7A1,269
COL8A1,101
COL8A2,151
COL9A1,196
COL9A2,208
COL9A3,180
COLCA2,32
COLEC10,55
COLEC11,54
COLEC12,67
COLGALT1,102
COLGALT2,131
COLQ,1067
COMMD1,178
COMMD10,131
COMMD2,59
COMMD3,77
COMMD4,84
COMMD5,38
COMMD6,84
COMMD7,55
COMMD8,295
COMMD9,55
COMP,925
COMT,752
COMTD1,117
COP1,1143
COPA,570
COPB1,927
COPB2,519
COPE,491
COPG1,655
COPRS,83
COPS2,765
COPS3,381
COPS4,495
COPS5,1451
COPS6,788
COPS7A,181
COPS7B,175
COPS8,367
COPS9,110
COPZ1,413
COQ10A,160
COQ10B,179
COQ2,323
COQ3,269
COQ4,87
COQ5,319
COQ6,492
COQ7,144
COQ8A,315
COQ8B,316
COQ9,244
CORIN,364
CORO1A,772
CORO1B,601
CORO1C,605
CORO2A,566
CORO2B,550
CORO6,534
CORO7,69
CORO7-PAM16,126
CORT,586
COTL1,55
COX10,526
COX11,254
COX14,123
COX15,298
COX16,91
COX17,327
COX18,690
COX19,170
COX20,69
COX4I1,607
COX4I2,311
COX5A,1115
COX5B,500
COX6A1,383
COX6A2,328
COX6B1,424
COX6B2,801
COX6C,261
COX7A1,229
COX7A2,319
COX7A2L,163
COX7B,130
COX7C,320
COX8A,359
COX8C,752
CP,896
CPA1,508
CPA2,249
CPA3,292
CPA4,247
CPA6,250
CPAMD8,46
CPB1,480
CPB2,495
CPD,193
CPE,449
CPEB2,82
CPEB3,83
CPEB4,277
CPED1,60
CPLANE1,162
CPLANE2,2106
CPLX1,231
CPLX2,126
CPLX3,75
CPLX4,77
CPM,136
CPN1,247
CPN2,2163
CPNE1,94
CPNE2,123
CPNE4,153
CPNE5,115
CPNE7,116
CPNE8,92
CPNE9,158
CPO,248
CPOX,356
CPPED1,282
CPQ,157
CPS1,2589
CPSF2,736
CPSF3,917
CPSF4,1156
CPSF4L,237
CPSF6,303
CPSF7,300
CPT1A,464
CPT1B,399
CPT1C,343
CPT2,417
CPTP,50
CPVL,658
CPXCR1,773
CPXM1,75
CPXM2,179
CPZ,82
CR1,858
CR1L,32
CR2,489
CRABP1,199
CRABP2,147
CRACR2A,70
CRACR2B,48
CRADD,134
CRAMP1,40
CRAT,296
CRB1,236
CRB2,417
CRB3,69
CRBN,453
CRCP,123
CRCT1,44
CREB1,2956
CREB3,172
CREB3L2,176
CREB3L3,174
CREB3L4,163
CREB5,684
CREBBP,3362
CREBL2,65
CREBRF,785
CREBZF,48
CREG1,25
CREG2,111
CRELD1,124
CRELD2,97
CREM,817
CRH,859
CRHBP,93
CRHR1,492
CRHR2,252
CRIM1,194
CRIP1,43
CRIP2,15
CRIP3,13
CRIPT,284
CRISP1,180
CRISP2,791
CRISP3,129
CRISPLD1,76
CRISPLD2,102
CRK,965
CRKL,621
CRLF1,61
CRLF2,167
